CUST_ID,CUSTOMER_SEGMENT,AGE,CUSTOMER_PROFITABILITY,CUSTOMER_LIFE_TIME_VALUE,CUSTOMER_VALUE_TILL_DATE,REVENUE_LAST_ONE_YEAR,TOTAL_REVENUE_OVER_LIFETIME,NET_INTEREST_INCOME_LAST_ONE_YEAR,TOTAL_NON_INTEREST_INCOME,TOTAL_COST,TOTAL_ECONOMIC_PROFIT,CUSTOMER_REGION,ACCOUNT_TYPE,RECENCY_DAYS,FREQUENCY_LAST_YEAR,MONETARY_VALUE,CUSTOMER_SEGMENT_NUM,CUSTOMER_REGION_NUM
417,Young Adults,19,17485,30233,22500.844231103456,16279,30233,4452,7571,3102,13177,Suburban,Savings,13,22,61063,1,2
418,Mid-Career Professionals,43,54051,131423,92120.1107356197,53220,131423,34831,22348,5597,47623,Suburban,Savings,27,37,4087400,2,2
419,Mid-Career Professionals,40,69811,79320,45755.386759201145,75610,79320,11007,25608,18947,56663,Urban,Loan,1,26,4443244,2,1
420,Mid-Career Professionals,27,50447,70808,55676.586472955125,67719,70808,36331,20450,24657,43062,Urban,Loan,56,40,1093477,2,1
421,Mid-Career Professionals,35,50254,102389,65376.017676606316,68051,102389,20763,8675,17241,50810,Urban,Loan,42,19,2540285,2,1
422,Mid-Career Professionals,37,77418,276762,265872.45484754373,87013,276762,13908,27078,10781,76232,Urban,Mortgage,7,31,3267950,2,1
423,Young Adults,18,19472,49773,39400.077950641986,22400,49773,2997,4076,4605,17795,Urban,Current,12,40,84794,1,1
424,Mid-Career Professionals,33,23471,232240,184960.60176060174,21470,232240,29187,28249,11256,10214,Urban,Credit Card,20,45,1736788,2,1
425,Young Adults,20,14028,42747,28959.482239254772,7062,42747,3765,7643,9258,-2196,Suburban,Savings,14,72,83513,1,2
426,Mid-Career Professionals,28,28329,126396,66483.62306628715,56798,126396,14379,29908,15380,41418,Urban,Mortgage,27,32,884326,2,1
427,Mid-Career Professionals,31,54865,289446,149317.05295607503,68473,289446,37959,16560,13780,54693,Suburban,Savings,34,47,2562282,2,2
428,Retired Seniors,68,38272,264764,188423.9530532886,29880,264764,98,19700,9554,20326,Rural,Investment,52,16,7559559,3,3
429,Mid-Career Professionals,31,26397,107505,58298.10048617178,59439,107505,37105,22580,17664,41775,Urban,Savings,45,34,970181,2,1
430,Young Adults,18,19316,35360,28409.05417394966,19308,35360,877,9887,3407,15901,Urban,Savings,29,73,15223,1,1
431,Young Adults,24,7757,33135,31163.020270935023,7313,33135,1868,9087,7965,-652,Urban,Current,14,76,53166,1,1
432,Mid-Career Professionals,34,73072,140887,132639.1098774366,90242,140887,41334,20383,20511,69731,Suburban,Savings,1,29,2004400,2,2
433,Mid-Career Professionals,43,43284,172118,142775.7889505698,65383,172118,29049,8170,9846,55537,Urban,Credit Card,50,16,4222758,2,1
434,Young Adults,21,17178,45499,27554.918550093447,14837,45499,1388,3429,6722,8115,Urban,Current,11,48,17661,1,1
435,Young Adults,25,6449,38554,35912.98991810498,10831,38554,2415,2355,5390,5441,Suburban,Savings,24,67,20591,1,2
436,Mid-Career Professionals,33,45122,112491,106084.26831590905,67151,112491,12637,14718,11605,55546,Urban,Loan,51,38,4628166,2,1
437,Young Adults,19,10017,34604,20704.50032685609,24824,34604,1065,5897,4059,20765,Suburban,Savings,3,32,60235,1,2
438,Retired Seniors,79,26370,329067,285864.79488314973,46824,329067,8613,2028,5986,40838,Suburban,Savings,98,7,6839378,3,2
439,Mid-Career Professionals,40,82812,97591,62776.364649673436,48073,97591,45651,19831,5400,42673,Suburban,Savings,2,11,3739342,2,2
440,Young Adults,20,12999,23547,21223.385717487217,19347,23547,1204,3013,4855,14492,Urban,Current,24,35,35755,1,1
441,Young Adults,24,11052,48002,47935.70683558637,6689,48002,544,4702,4224,2465,Rural,Savings,14,25,24416,1,3
442,Retired Seniors,66,12096,338816,174494.64551084177,40063,338816,1223,11019,6412,33651,Suburban,Investment,112,17,976684,3,2
443,Mid-Career Professionals,36,45279,54213,51430.9478410619,84453,54213,29556,17638,21440,63013,Urban,Loan,1,16,802356,2,1
444,Mid-Career Professionals,45,46201,191365,155257.3460310536,83472,191365,35343,19889,6875,76597,Urban,Loan,43,14,2009103,2,1
445,Retired Seniors,75,29715,112507,111009.67916718827,46630,112507,6450,4024,7543,39087,Urban,Savings,107,12,2597216,3,1
446,Retired Seniors,63,39309,107134,78476.16482533816,24506,107134,6520,7839,7298,17208,Rural,Investment,57,11,1750033,3,3
447,Retired Seniors,65,25078,183172,169194.87100930983,38805,183172,654,15503,6768,32037,Rural,Investment,83,6,8763175,3,3
448,Mid-Career Professionals,28,76614,291225,154697.85631376662,94854,291225,33205,27175,10752,84102,Suburban,Savings,9,41,1552847,2,2
449,Mid-Career Professionals,34,25105,243069,162282.47171174063,41026,243069,28830,15303,17489,23537,Rural,Savings,2,22,2838356,2,3
450,Young Adults,21,7978,43172,23032.618983897617,10649,43172,220,2754,3353,7296,Urban,Current,3,49,87516,1,1
451,Mid-Career Professionals,35,22839,70132,69267.38231857709,67413,70132,13666,25119,11597,55816,Urban,Loan,37,34,1343922,2,1
452,Mid-Career Professionals,39,88920,298933,271576.73051124596,80066,298933,47045,22622,19691,60375,Rural,Savings,55,30,3101878,2,3
453,Mid-Career Professionals,36,63619,68199,63170.94079077697,74213,68199,30786,6906,9311,64902,Suburban,Loan,24,30,1273290,2,2
454,Retired Seniors,77,23493,86609,83922.61536462908,37281,86609,2569,9399,13794,23487,Urban,Investment,77,16,1465730,3,1
455,Young Adults,23,5685,23016,12487.370918266492,20674,23016,1013,9961,4934,15740,Suburban,Current,6,77,36335,1,2
456,Mid-Career Professionals,37,27531,220851,153005.30695208107,43091,220851,36627,25985,21406,21685,Rural,Loan,46,29,3296275,2,3
457,Young Adults,24,9283,46881,25105.59331663593,22726,46881,3985,3357,4202,18524,Suburban,Savings,29,53,31162,1,2
458,Mid-Career Professionals,37,27736,263666,159622.48695664492,33610,263666,39475,17031,22593,11017,Rural,Credit Card,20,14,4567443,2,3
459,Young Adults,22,12710,39472,24262.762975615504,6079,39472,4310,8936,4296,1783,Suburban,Savings,29,79,61488,1,2
460,Young Adults,18,6619,49926,36673.32330938071,18983,49926,3019,9471,2748,16235,Urban,Current,27,62,7631,1,1
461,Young Adults,22,18975,49832,31607.49496427496,20327,49832,3681,8976,2804,17523,Rural,Savings,24,76,39954,1,3
462,Mid-Career Professionals,44,82424,217093,119507.3200716941,93291,217093,36019,6460,13325,79966,Urban,Credit Card,51,20,237039,2,1
463,Mid-Career Professionals,44,65603,104131,60786.00729922926,74872,104131,37586,20682,15629,59243,Rural,Savings,25,26,4883063,2,3
464,Mid-Career Professionals,39,43252,205159,117686.9536713917,22235,205159,47521,29053,10141,12094,Urban,Credit Card,42,31,2027124,2,1
465,Retired Seniors,63,25261,62828,61982.23452961694,27197,62828,7082,17193,7968,19229,Suburban,Savings,179,9,6170323,3,2
466,Mid-Career Professionals,38,21431,242682,213474.31208199452,77712,242682,46770,22800,8671,69041,Urban,Credit Card,20,29,4977733,2,1
467,Young Adults,25,14067,46128,45384.450434977174,7031,46128,3134,4853,5736,1295,Urban,Current,0,67,92342,1,1
468,Retired Seniors,80,47481,182473,131356.88289727882,24287,182473,8417,9766,10292,13995,Urban,Savings,106,16,6805863,3,1
469,Young Adults,24,15653,34643,22143.259655119706,10911,34643,4200,7268,9246,1665,Rural,Savings,20,73,64201,1,3
470,Retired Seniors,78,19557,327337,294323.95014743175,42230,327337,1997,19812,10001,32229,Rural,Savings,75,18,1366525,3,3
471,Young Adults,21,14435,41853,27753.85261588806,24037,41853,771,6378,6039,17998,Urban,Savings,8,25,59348,1,1
472,Retired Seniors,77,47766,331755,215538.4655718089,37052,331755,7422,9529,5098,31954,Rural,Savings,174,6,4777404,3,3
473,Young Adults,23,5162,26950,16608.018245000527,8340,26950,4524,6474,9895,-1555,Rural,Current,14,82,83629,1,3
474,Retired Seniors,77,44742,388384,219374.6201393207,11141,388384,8625,5071,14109,-2968,Suburban,Savings,88,18,6517649,3,2
475,Mid-Career Professionals,44,39675,289719,182010.61078735822,40425,289719,37675,21939,13444,26981,Urban,Savings,53,32,2514158,2,1
476,Retired Seniors,64,18461,258475,175158.13599339407,29281,258475,3407,19947,8061,21220,Rural,Investment,115,18,7790985,3,3
477,Young Adults,25,5631,17745,14852.513611772993,14281,17745,3140,5500,9413,4868,Suburban,Savings,11,32,33004,1,2
478,Mid-Career Professionals,34,70057,105243,55913.75584485087,84806,105243,29177,6040,18026,66780,Rural,Mortgage,54,41,906903,2,3
479,Retired Seniors,62,42591,316010,191266.14900182252,14683,316010,7334,4686,12321,2362,Rural,Savings,35,14,1024252,3,3
480,Mid-Career Professionals,35,29833,213317,192947.74793804975,64646,213317,12911,17666,24648,39998,Rural,Credit Card,52,23,2813260,2,3
481,Mid-Career Professionals,44,27896,225796,129485.19132876054,54884,225796,28799,7553,10435,44449,Suburban,Mortgage,15,45,3436967,2,2
482,Mid-Career Professionals,28,52972,178681,119952.58871289533,84322,178681,25194,6779,13493,70829,Urban,Credit Card,25,17,3872245,2,1
483,Mid-Career Professionals,40,69733,121354,113141.90940158635,36650,121354,14951,18186,11691,24959,Urban,Loan,4,49,577044,2,1
484,Mid-Career Professionals,26,61800,101374,58539.69924592767,24190,101374,38333,21459,7763,16427,Urban,Mortgage,8,31,3048892,2,1
485,Mid-Career Professionals,32,25347,164397,88999.34378256179,53196,164397,31673,25710,8241,44955,Urban,Loan,45,31,1494689,2,1
486,Retired Seniors,71,40314,298552,221605.8937535637,49449,298552,8102,7057,6057,43392,Suburban,Savings,43,15,1528464,3,2
487,Young Adults,18,7643,45116,29379.979335421223,11893,45116,4656,5319,2550,9343,Suburban,Savings,11,79,14466,1,2
488,Young Adults,23,13017,30493,23836.50562910308,17661,30493,918,4349,7574,10087,Rural,Savings,9,79,96057,1,3
489,Retired Seniors,80,28681,342575,308969.23017868825,24892,342575,1173,4262,8411,16481,Urban,Savings,81,14,7680096,3,1
490,Retired Seniors,79,48328,79336,45108.406228043015,19643,79336,8624,12308,4587,15056,Suburban,Savings,145,13,646539,3,2
491,Mid-Career Professionals,30,35892,90992,71915.48555088176,24943,90992,10835,21776,15014,9929,Urban,Loan,25,40,3212211,2,1
492,Mid-Career Professionals,29,67299,105350,79302.67395353608,58240,105350,28646,22492,10920,47320,Urban,Credit Card,52,30,3845971,2,1
493,Young Adults,21,5689,19025,10883.049451950561,17992,19025,897,6362,7260,10732,Urban,Current,12,52,57948,1,1
494,Young Adults,21,9000,35093,28495.48942633429,16126,35093,3632,7188,5217,10909,Suburban,Current,28,50,21676,1,2
495,Mid-Career Professionals,45,50682,187227,119229.93725740934,21869,187227,47335,13802,16688,5181,Urban,Savings,18,35,4981178,2,1
496,Mid-Career Professionals,43,34289,96607,71867.6050057907,76078,96607,13815,10057,9409,66669,Suburban,Mortgage,46,30,4841242,2,2
497,Mid-Career Professionals,42,27927,214559,116105.63381228104,71759,214559,12429,8998,10783,60976,Urban,Credit Card,7,45,2547586,2,1
498,Young Adults,20,6171,35963,26245.510724786764,12669,35963,990,2672,2712,9957,Rural,Savings,22,84,82701,1,3
499,Retired Seniors,68,21918,231196,151024.56397881397,30918,231196,9118,5677,13367,17551,Rural,Investment,146,8,8293067,3,3
500,Retired Seniors,63,49110,365014,332597.32770980545,38379,365014,5287,7796,8406,29973,Rural,Investment,135,8,3256241,3,3
501,Mid-Career Professionals,27,85428,237619,125579.11406519383,98232,237619,12607,19450,17041,81191,Rural,Credit Card,34,35,4849943,2,3
502,Mid-Career Professionals,29,70601,114110,80938.63807046533,17962,114110,35650,11363,7433,10529,Rural,Credit Card,30,13,4974010,2,3
503,Mid-Career Professionals,27,97465,234626,171092.96565913138,28851,234626,48698,13123,8301,20550,Rural,Mortgage,52,18,1270025,2,3
504,Retired Seniors,74,12539,202008,174232.51373051616,15296,202008,4022,10222,3270,12026,Suburban,Savings,125,18,9648382,3,2
505,Mid-Career Professionals,27,42669,166895,131370.36242234037,71356,166895,21991,29074,16586,54770,Urban,Credit Card,57,13,4039115,2,1
506,Young Adults,21,10432,19426,16193.633431167082,19745,19426,4784,7462,3079,16666,Urban,Current,4,88,70642,1,1
507,Retired Seniors,65,30644,269911,239822.57486977556,15730,269911,6617,19784,14070,1660,Urban,Investment,45,17,8097603,3,1
508,Retired Seniors,66,28745,339750,316341.73015018477,23921,339750,3151,6071,8322,15599,Suburban,Investment,46,17,5131813,3,2
509,Retired Seniors,69,38228,78151,51340.3419721789,42894,78151,5580,10808,11795,31099,Suburban,Investment,131,11,9605304,3,2
510,Mid-Career Professionals,44,54521,260375,200231.33095456313,86138,260375,17054,7786,10257,75881,Rural,Savings,57,25,908094,2,3
511,Mid-Career Professionals,44,46928,61308,56406.67303647524,98111,61308,34090,28553,18733,79378,Rural,Credit Card,31,31,3776424,2,3
512,Mid-Career Professionals,37,38322,290853,289318.91489728977,34023,290853,25823,5870,18368,15655,Urban,Credit Card,51,46,363369,2,1
513,Retired Seniors,62,32360,304595,287769.0672736875,25997,304595,4573,6196,12777,13220,Suburban,Savings,49,12,9818308,3,2
514,Retired Seniors,72,39055,226743,155485.30076461955,27750,226743,3491,13796,14249,13501,Rural,Savings,141,18,7254458,3,3
515,Young Adults,19,15123,39770,23765.886194892864,14211,39770,706,9225,8214,5997,Urban,Savings,23,79,20372,1,1
516,Young Adults,25,11588,43572,32447.90581993994,19997,43572,3064,3412,7006,12991,Suburban,Savings,1,99,22279,1,2
517,Mid-Career Professionals,40,26304,156984,136704.92083751463,60039,156984,48523,7739,17881,42158,Urban,Savings,19,14,871668,2,1
518,Retired Seniors,60,17345,52204,38959.03788480257,30923,52204,6960,2940,12587,18336,Suburban,Savings,140,11,2052151,3,2
519,Retired Seniors,62,39300,142769,105876.12433721457,18876,142769,8779,2340,14880,3996,Urban,Savings,30,7,6621716,3,1
520,Young Adults,19,12875,36729,33758.18256795673,7887,36729,1334,4908,2599,5288,Rural,Savings,25,84,43187,1,3
521,Mid-Career Professionals,33,35352,81131,55226.024999749956,78723,81131,31972,28806,13705,65018,Suburban,Mortgage,28,18,2444297,2,2
522,Mid-Career Professionals,29,53365,102428,95247.52447580361,57422,102428,28231,9133,14258,43164,Urban,Loan,28,27,2507777,2,1
523,Retired Seniors,75,29446,83870,58994.359327910526,46854,83870,6851,19043,10833,36021,Urban,Savings,35,17,7475291,3,1
524,Retired Seniors,69,12336,153547,101973.104338796,46948,153547,7211,12225,5886,41062,Urban,Investment,137,14,9981736,3,1
525,Retired Seniors,71,19879,285990,207913.28735200095,12841,285990,7865,11752,5653,7188,Rural,Investment,132,19,699041,3,3
526,Mid-Career Professionals,39,27521,99067,87300.1664275216,43756,99067,22118,8457,20754,23002,Suburban,Loan,49,12,2983309,2,2
527,Mid-Career Professionals,39,91707,239657,134927.13399590066,86576,239657,13317,14848,14280,72296,Urban,Credit Card,53,33,1548650,2,1
528,Young Adults,19,12097,36607,21898.65911771347,24944,36607,4020,4975,6385,18559,Urban,Current,13,29,79486,1,1
529,Young Adults,24,7090,39968,38997.673396051236,15304,39968,3155,3049,8519,6785,Suburban,Current,7,92,79474,1,2
530,Retired Seniors,64,31008,148934,87535.33501620754,40341,148934,6811,2453,7864,32477,Suburban,Investment,117,17,7078768,3,2
531,Retired Seniors,64,11633,192980,151270.00890716744,14758,192980,164,11896,5514,9244,Suburban,Investment,49,7,8396419,3,2
532,Retired Seniors,65,22485,386851,305479.69037131866,27010,386851,7060,12976,6969,20041,Urban,Savings,43,10,2313318,3,1
533,Retired Seniors,72,13648,259329,193151.41105951398,41658,259329,3057,17872,6284,35374,Suburban,Investment,162,11,5272832,3,2
534,Mid-Career Professionals,34,67945,111215,91460.17141023545,64002,111215,36660,5818,9566,54436,Suburban,Credit Card,40,26,2534092,2,2
535,Mid-Career Professionals,40,33140,236907,145677.2800642682,16375,236907,47196,9868,7196,9179,Rural,Loan,39,16,4086752,2,3
536,Retired Seniors,73,27921,361573,280700.3770734211,43949,361573,402,18396,3789,40160,Rural,Investment,63,8,2333610,3,3
537,Retired Seniors,66,24357,394296,270521.21292541525,32092,394296,8605,14171,6475,25617,Suburban,Savings,153,9,5844491,3,2
538,Young Adults,18,18368,22659,18825.859217968897,5490,22659,44,9727,5153,337,Suburban,Current,15,59,63046,1,2
539,Mid-Career Professionals,45,88673,241686,137908.8766518415,18729,241686,25761,5920,6309,12420,Urban,Mortgage,44,45,4163627,2,1
540,Young Adults,19,11985,26704,20974.355269640684,10974,26704,4157,6920,9549,1425,Rural,Savings,6,39,57669,1,3
541,Retired Seniors,66,10097,163688,97007.26696599275,29680,163688,867,11506,3864,25816,Urban,Investment,109,12,3263357,3,1
542,Mid-Career Professionals,31,96943,96473,61677.266113948455,98860,96473,23779,11475,17055,81805,Urban,Loan,6,14,1166970,2,1
543,Young Adults,18,19191,46226,28168.03961487898,6882,46226,18,5677,7389,-507,Urban,Savings,26,64,98993,1,1
544,Mid-Career Professionals,27,98258,270460,159955.15297166017,36292,270460,43132,7017,24747,11545,Rural,Loan,13,15,3305060,2,3
545,Mid-Career Professionals,28,32924,278690,254403.69254522116,18159,278690,33851,12957,16716,1443,Urban,Credit Card,13,37,1316953,2,1
546,Mid-Career Professionals,30,89286,269402,173186.09507148957,77766,269402,25366,21230,16978,60788,Urban,Mortgage,43,14,3288356,2,1
547,Young Adults,22,16349,28379,27344.922902765604,9530,28379,3832,3228,2023,7507,Urban,Savings,0,68,26352,1,1
548,Mid-Career Professionals,26,94071,235326,231787.4647516912,32065,235326,16571,9792,8003,24062,Urban,Credit Card,32,48,1628474,2,1
549,Mid-Career Professionals,33,77326,57006,44785.637174617084,36638,57006,24017,28214,19174,17464,Urban,Loan,43,47,969403,2,1
550,Mid-Career Professionals,37,50651,299243,171017.54247492997,16073,299243,49236,18237,18772,-2699,Rural,Loan,19,11,1319034,2,3
551,Mid-Career Professionals,29,90202,297754,204638.61882962193,61511,297754,14150,23818,22615,38896,Rural,Mortgage,52,48,3086611,2,3
552,Retired Seniors,72,26994,124218,111655.35314429422,28771,124218,3039,18251,10959,17812,Urban,Investment,140,10,7765584,3,1
553,Mid-Career Professionals,40,87263,246416,168473.47690130866,44320,246416,14137,24252,16980,27340,Rural,Mortgage,35,30,550281,2,3
554,Mid-Career Professionals,36,79634,214912,116806.52220994445,84876,214912,39992,15707,24095,60781,Suburban,Mortgage,6,49,1006644,2,2
555,Retired Seniors,69,44622,82430,64162.890103905265,44924,82430,452,3438,9581,35343,Urban,Investment,53,9,5173024,3,1
556,Mid-Career Professionals,28,30800,73091,67430.86407834833,96720,73091,23833,8543,21805,74915,Suburban,Mortgage,21,27,3254267,2,2
557,Young Adults,23,10055,47983,43086.967917153335,12966,47983,1381,5175,3773,9193,Rural,Current,5,73,6263,1,3
558,Young Adults,23,15271,38989,22908.43805527117,7580,38989,1467,3781,8464,-884,Urban,Current,15,31,18305,1,1
559,Mid-Career Professionals,41,83878,125451,104924.99682132917,55025,125451,23439,20520,16760,38265,Urban,Savings,23,26,4085977,2,1
560,Mid-Career Professionals,35,38708,289160,176460.50640752586,17159,289160,29122,11343,19922,-2763,Rural,Loan,39,46,3486038,2,3
561,Mid-Career Professionals,35,32819,68990,42022.068904377185,63940,68990,33956,7263,5946,57994,Suburban,Savings,22,47,3452601,2,2
562,Young Adults,21,14369,39734,37232.18392025411,18900,39734,1216,3969,3186,15714,Urban,Savings,21,34,54107,1,1
563,Young Adults,23,19718,29824,18635.06342326231,16440,29824,880,2211,3834,12606,Suburban,Current,5,26,37152,1,2
564,Young Adults,18,14283,26033,16443.059085951692,19678,26033,3814,2507,3564,16114,Suburban,Current,9,97,98260,1,2
565,Mid-Career Professionals,26,50573,158272,79187.7067312862,76075,158272,13149,27543,12332,63743,Rural,Credit Card,15,10,3112824,2,3
566,Mid-Career Professionals,30,98707,66241,61957.49374475421,62204,66241,34660,18809,9944,52260,Suburban,Credit Card,10,47,1510375,2,2
567,Mid-Career Professionals,45,50933,174932,156791.09793215018,27021,174932,30528,12027,21057,5964,Urban,Mortgage,31,12,680420,2,1
568,Mid-Career Professionals,33,25774,55939,45515.576650018724,21772,55939,11168,5331,18877,2895,Suburban,Mortgage,44,46,4399798,2,2
569,Retired Seniors,70,16519,163000,142646.65976101565,11627,163000,3129,10169,13139,-1512,Suburban,Savings,90,16,8684477,3,2
570,Mid-Career Professionals,37,30983,228634,131698.73608226562,88755,228634,25032,27104,6308,82447,Urban,Credit Card,5,40,4882389,2,1
571,Mid-Career Professionals,26,38133,85063,62024.68996320146,38464,85063,45294,14133,24370,14094,Suburban,Savings,23,22,3297526,2,2
572,Mid-Career Professionals,45,34939,281072,189894.96782044828,66137,281072,13516,19591,21770,44367,Rural,Savings,32,27,3917738,2,3
573,Mid-Career Professionals,36,20781,257793,140983.96601668754,45232,257793,29751,21125,8258,36974,Urban,Loan,52,26,1418154,2,1
574,Mid-Career Professionals,30,76700,208117,154644.50909573716,76497,208117,40373,5727,9811,66686,Suburban,Loan,50,26,916460,2,2
575,Retired Seniors,74,37624,359262,345024.38413069793,18488,359262,7338,13054,9574,8914,Urban,Investment,105,17,6553643,3,1
576,Retired Seniors,64,16823,134703,70049.54175674285,44949,134703,3555,5243,9697,35252,Urban,Savings,56,15,3064660,3,1
577,Young Adults,21,7105,36625,23649.8779783551,16594,36625,445,2648,5933,10661,Urban,Current,5,29,51326,1,1
578,Retired Seniors,64,49961,285796,172555.1847019226,49932,285796,6364,7095,14039,35893,Urban,Savings,91,17,5711536,3,1
579,Mid-Career Professionals,42,49118,178557,110539.87601929286,99517,178557,13626,18809,6439,93078,Rural,Savings,17,43,378747,2,3
580,Young Adults,18,7113,42076,40149.646102438295,5901,42076,4016,8614,8169,-2268,Urban,Savings,12,81,70941,1,1
581,Mid-Career Professionals,37,42263,245877,180482.2074239823,98597,245877,46643,15929,16634,81963,Suburban,Savings,38,22,4336901,2,2
582,Retired Seniors,74,23565,356749,261550.42463343372,12881,356749,5497,16842,7480,5401,Urban,Savings,106,16,8558630,3,1
583,Mid-Career Professionals,40,40354,134565,118455.93066349754,44863,134565,25979,28519,5055,39808,Rural,Credit Card,52,48,970670,2,3
584,Mid-Career Professionals,31,62951,269581,155614.58142392593,20622,269581,21529,22393,24708,-4086,Suburban,Savings,39,36,4730239,2,2
585,Mid-Career Professionals,37,43648,89121,66273.28781137532,16378,89121,26645,6550,5105,11273,Suburban,Loan,29,35,1452471,2,2
586,Young Adults,20,6577,46433,33199.25172364159,22632,46433,1848,2803,5201,17431,Urban,Savings,20,96,91978,1,1
587,Young Adults,22,14203,16932,13519.44590616799,10650,16932,4992,6080,8992,1658,Urban,Savings,16,95,22693,1,1
588,Young Adults,21,7274,16757,16753.2942166838,17433,16757,4025,8974,2669,14764,Urban,Current,8,63,94541,1,1
589,Young Adults,19,9869,45722,40451.37116760968,14456,45722,2266,9492,6471,7985,Rural,Savings,19,47,42697,1,3
590,Young Adults,23,15006,16116,11264.001834914428,12036,16116,91,6309,2742,9294,Urban,Savings,12,21,99524,1,1
591,Young Adults,19,11744,26691,24389.609259123292,11487,26691,4222,9375,2966,8521,Suburban,Current,1,76,34992,1,2
592,Mid-Career Professionals,34,71578,181564,106279.24663823357,78212,181564,14175,24785,21691,56521,Suburban,Credit Card,35,43,1980414,2,2
593,Young Adults,24,18489,42882,22094.171898150413,22442,42882,3309,9447,4138,18304,Urban,Savings,29,77,17121,1,1
594,Mid-Career Professionals,30,52658,189883,114352.13515431677,37499,189883,19174,18265,16656,20843,Suburban,Mortgage,24,38,2985201,2,2
595,Retired Seniors,79,16852,143344,96069.97704982122,47016,143344,3443,7424,3109,43907,Suburban,Savings,157,7,543016,3,2
596,Mid-Career Professionals,26,22551,205344,155094.34752988795,66628,205344,31395,25625,8632,57996,Suburban,Loan,35,20,2641040,2,2
597,Mid-Career Professionals,28,91947,275007,222085.90977640686,76360,275007,20725,19086,10684,65676,Urban,Savings,17,42,1434996,2,1
598,Young Adults,23,16849,21474,20514.173585731245,9603,21474,693,6611,7074,2529,Urban,Current,4,94,77240,1,1
599,Young Adults,22,5007,41956,31673.7174123495,24937,41956,4120,5161,8499,16438,Urban,Current,18,92,60735,1,1
600,Young Adults,22,13087,28979,21752.733452804507,17632,28979,155,6548,3915,13717,Rural,Savings,9,97,22959,1,3
601,Young Adults,20,7555,43328,22752.464564805083,5220,43328,3588,6155,6263,-1043,Suburban,Current,17,28,33522,1,2
602,Young Adults,22,5475,27867,14419.940118935494,19226,27867,1812,9478,2556,16670,Urban,Savings,29,67,61087,1,1
603,Young Adults,18,10416,40851,31683.217802122857,9818,40851,4114,2527,9619,199,Rural,Savings,24,86,14953,1,3
604,Young Adults,18,15403,46279,33278.73402126007,12349,46279,1407,5298,7000,5349,Urban,Current,20,55,31567,1,1
605,Young Adults,20,13676,45527,41866.18292113402,10618,45527,1216,3023,2104,8514,Rural,Current,9,90,65523,1,3
606,Mid-Career Professionals,39,27239,123402,71615.09105630557,42464,123402,27794,11617,7047,35417,Rural,Credit Card,36,37,1211284,2,3
607,Young Adults,21,11710,30449,15604.68106990102,14856,30449,3497,7660,8293,6563,Rural,Current,16,63,27560,1,3
608,Mid-Career Professionals,35,41384,126221,91449.56116345421,52344,126221,30756,16926,21529,30815,Rural,Loan,21,27,3895788,2,3
609,Mid-Career Professionals,45,41038,139080,86054.25883655199,98791,139080,39416,20092,22257,76534,Urban,Loan,12,14,561365,2,1
610,Mid-Career Professionals,43,60846,55451,29101.08330800594,39299,55451,35752,21160,21682,17617,Urban,Savings,54,32,2433261,2,1
611,Young Adults,25,11063,36642,31596.36521333541,20207,36642,4734,3176,5238,14969,Suburban,Savings,16,95,29496,1,2
612,Mid-Career Professionals,36,87821,222388,123602.47203724619,16462,222388,43765,29340,13837,2625,Urban,Savings,8,49,2288409,2,1
613,Mid-Career Professionals,27,57991,244136,196324.34472694868,96441,244136,24390,29976,20407,76034,Urban,Loan,23,28,628742,2,1
614,Young Adults,18,18521,46030,29483.360000090954,21252,46030,2731,9446,6733,14519,Suburban,Current,11,66,27873,1,2
615,Retired Seniors,77,16971,173765,101956.2705949702,44836,173765,4052,4233,9382,35454,Urban,Investment,75,5,6391732,3,1
616,Retired Seniors,66,39139,178389,123066.24721102705,15753,178389,5303,6700,14270,1483,Rural,Savings,165,7,4922801,3,3
617,Young Adults,24,8525,15619,14068.390789413157,12237,15619,372,4835,4511,7726,Rural,Savings,22,37,54979,1,3
618,Young Adults,25,16531,48650,33862.676258203726,19175,48650,2248,8301,8596,10579,Rural,Current,4,69,30465,1,3
619,Retired Seniors,74,24721,337516,295456.3844615593,16191,337516,848,9860,3783,12408,Suburban,Investment,48,18,7301693,3,2
620,Mid-Career Professionals,36,57711,53642,30186.66796645002,98434,53642,20748,12526,5370,93064,Rural,Credit Card,27,11,2817569,2,3
621,Young Adults,19,11530,43001,38115.47190850903,23982,43001,2322,7559,9716,14266,Rural,Current,13,24,26330,1,3
622,Young Adults,24,16116,49064,30344.44832660991,19622,49064,503,8732,2486,17136,Suburban,Savings,8,61,13302,1,2
623,Mid-Career Professionals,37,85794,275898,231394.70487504013,81537,275898,18070,7513,19500,62037,Urban,Savings,29,29,2144523,2,1
624,Mid-Career Professionals,31,20282,64122,50200.522429757184,62645,64122,37765,12830,8196,54449,Rural,Mortgage,6,39,4663736,2,3
625,Mid-Career Professionals,45,99473,205892,198597.73205807435,38283,205892,40761,19781,14552,23731,Rural,Credit Card,58,14,343761,2,3
626,Mid-Career Professionals,38,21898,118431,82150.9965631672,74123,118431,26698,28328,7261,66862,Urban,Savings,57,30,1090221,2,1
627,Mid-Career Professionals,45,24135,105745,56370.81894664895,45024,105745,25123,12910,15813,29211,Urban,Credit Card,25,24,4537125,2,1
